pr_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing	tcga_id	cna_gain	cna_gain_deep	cna_loss	cna_loss_deep	mutations	outliers_positive	outliers_negative
202502_at	34	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	0	1	ACADM|34	0	0	0	0	0	0	66
202366_at	35	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	0	1	ACADS|35	0	0	69	0	0	0	0
205679_x_at	176	ACAN	aggrecan	0	1	ACAN|176	0	0	54	0	0	0	0
212476_at	23527	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	0	1	ACAP2|23527	0	0	0	0	0	0	89
209608_s_at	39	ACAT2	acetyl-CoA acetyltransferase 2	1	1	ACAT2|39	0	0	0	0	0	0	52
202324_s_at	64746	ACBD3	acyl-CoA binding domain containing 3	1	1	ACBD3|64746	0	0	51	0	0	0	0
206690_at	40	ASIC2	acid sensing ion channel subunit 2	0	1	ACCN1|40	0	0	0	0	0	87	0
221226_s_at	55515	ASIC4	acid sensing ion channel subunit family member 4	0	0	ACCN4|55515	0	0	0	0	0	114	0
204617_s_at	65057	ACD	adrenocortical dysplasia homolog (mouse)	1	1	ACD|65057	50	0	104	0	0	0	0
219962_at	59272	ACE2	angiotensin I converting enzyme 2	0	1	ACE2|59272	0	0	0	0	0	99	0
218981_at	57001	SDHAF3	succinate dehydrogenase complex assembly factor 3	0	1	ACN9|57001	0	0	0	0	0	0	95
207071_s_at	48	ACO1	aconitase 1	0	1	ACO1|48	0	0	148	0	0	0	0
204212_at	10005	ACOT8	acyl-CoA thioesterase 8	0	1	ACOT8|10005	0	0	0	0	0	52	0
221641_s_at	23597	ACOT9	acyl-CoA thioesterase 9	1	1	ACOT9|23597	0	0	0	0	0	0	62
205364_at	8309	ACOX2	acyl-CoA oxidase 2, branched chain	0	1	ACOX2|8309	0	0	0	0	0	0	64
220845_at	55289	ACOXL	acyl-CoA oxidase-like	0	0	ACOXL|55289	0	0	0	0	0	107	0
207427_at	49	ACR	acrosin	0	0	ACR|49	0	0	69	0	0	0	0
206465_at	23205	ACSBG1	acyl-CoA synthetase bubblegum family member 1	0	1	ACSBG1|23205	0	0	0	0	0	106	0
201662_s_at	2181	ACSL3	acyl-CoA synthetase long-chain family member 3	0	1	ACSL3|2181	1112	0	1557	61	0	0	0
211207_s_at	23305	ACSL6	acyl-CoA synthetase long-chain family member 6	0	1	ACSL6|23305	1273	116	2417	57	62	0	0
215432_at	116285	ACSM1	acyl-CoA synthetase medium-chain family member 1	0	0	ACSM1|116285	152	0	0	0	0	61	0
219616_at	79611	ACSS3	acyl-CoA synthetase short-chain family member 3	0	1	ACSS3|79611	0	0	0	0	0	73	64
203872_at	58	ACTA1	actin, alpha 1, skeletal muscle	0	0	ACTA1|58	981	153	90	0	0	124	0
AFFX-HSAC07/X00351_5_at	60	ACTB	actin, beta	0	1	ACTB|60	3564	180	648	0	55	0	0
205132_at	70	ACTC1	actin, alpha, cardiac muscle 1	0	1	ACTC1|70	0	0	0	0	0	73	0
206014_at	51412	ACTL6B	actin like 6B	0	1	ACTL6B|51412	300	0	139	0	0	0	0
220501_at	10881	ACTL7A	actin like 7A	0	0	ACTL7A|10881	83	0	95	0	0	0	0
220498_at	10880	ACTL7B	actin like 7B	0	0	ACTL7B|10880	51	0	53	0	0	0	0
214957_at	81569	ACTL8	actin like 8	0	0	ACTL8|81569	73	0	113	0	0	261	0
203861_s_at	88	ACTN2	actinin alpha 2	0	1	ACTN2|88	338	0	0	0	0	133	0
206891_at	89	ACTN3	actinin alpha 3 (gene/pseudogene)	0	1	ACTN3|89	0	0	0	0	0	61	0
222230_s_at	55860	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	0	1	ACTR10|55860	0	0	0	0	0	0	52
200729_s_at	10097	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	0	1	ACTR2|10097	0	0	0	0	0	0	83
219623_at	79913	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	0	1	ACTR5|79913	214	0	0	0	0	0	0
218395_at	64431	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	0	1	ACTR6|64431	0	0	0	0	0	0	73
213198_at	91	ACVR1B	activin A receptor type IB	0	1	ACVR1B|91	1688	67	1023	0	62	0	0
203935_at	90	ACVR1	activin A receptor type I	0	1	ACVR1|90	1305	55	954	0	0	0	0
205327_s_at	92	ACVR2A	activin A receptor type IIA	0	1	ACVR2A|92	1307	0	1111	68	68	0	0
202604_x_at	102	ADAM10	ADAM metallopeptidase domain 10	1	1	ADAM10|102	0	0	0	0	0	0	172
205745_x_at	6868	ADAM17	ADAM metallopeptidase domain 17	0	1	ADAM17|6868	0	0	0	0	0	0	156
207597_at	8749	ADAM18	ADAM metallopeptidase domain 18	0	0	ADAM18|8749	538	80	344	0	76	0	0
207423_s_at	8748	ADAM20	ADAM metallopeptidase domain 20	0	0	ADAM20|8748	0	0	113	0	0	75	0
221337_s_at	11086	ADAM29	ADAM metallopeptidase domain 29	0	0	ADAM29|11086	0	0	230	0	0	0	0
207664_at	2515	ADAM2	ADAM metallopeptidase domain 2	0	0	ADAM2|2515	1068	156	870	60	69	0	0
221446_at	11085	ADAM30	ADAM metallopeptidase domain 30	0	1	ADAM30|11085	160	0	59	0	0	0	0
211239_s_at	8756	ADAM7	ADAM metallopeptidase domain 7	0	0	ADAM7|8756	145	0	104	0	57	0	0
206134_at	27299	ADAMDEC1	ADAM-like, decysin 1	0	1	ADAMDEC1|27299	132	0	344	0	0	0	0
221421_s_at	81792	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	0	0	ADAMTS12|81792	870	156	83	0	78	0	0
220208_at	11093	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	0	0	ADAMTS13|11093	60	0	0	0	0	0	0
220717_at	80070	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	0	0	ADAMTS20|80070	180	0	190	0	91	270	0
214454_at	9509	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	0	1	ADAMTS2|9509	148	0	174	0	0	0	0
220648_at	105	ADARB2	adenosine deaminase, RNA-specific, B2 (inactive)	0	1	ADARB2|105	71	0	83	0	0	103	0
204639_at	100	ADA	adenosine deaminase	0	1	ADA|100	101	0	0	0	0	0	0
44120_at	90956	ADCK2	aarF domain containing kinase 2	0	1	ADCK2|90956	110	0	0	0	0	0	0
213217_at	108	ADCY2	adenylate cyclase 2 (brain)	0	1	ADCY2|108	0	0	0	0	0	116	0
206811_at	114	ADCY8	adenylate cyclase 8 (brain)	0	1	ADCY8|114	650	85	0	0	0	289	0
207151_at	117	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	0	0	ADCYAP1R1|117	0	0	0	0	0	175	0
206281_at	116	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	0	0	ADCYAP1|116	0	0	0	0	0	77	0
207820_at	124	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	0	1	ADH1A|124	0	0	0	0	0	244	0
209613_s_at	125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	0	1	ADH1B|125	0	0	0	0	0	79	0
206262_at	126	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	0	1	ADH1C|126	0	0	91	0	0	160	0
207544_s_at	130	ADH6	alcohol dehydrogenase 6 (class V)	0	0	ADH6|130	0	0	0	0	0	143	0
210505_at	131	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	0	0	ADH7|131	0	0	64	0	0	89	0
207175_at	9370	ADIPOQ	adiponectin, C1Q and collagen domain containing	0	1	ADIPOQ|9370	0	0	0	0	0	339	0
201346_at	79602	ADIPOR2	adiponectin receptor 2	0	1	ADIPOR2|79602	0	0	0	0	0	58	0
201773_at	23394	ADNP	activity-dependent neuroprotector homeobox	0	1	ADNP|23394	0	0	0	0	0	0	141
211489_at	148	ADRA1A	adrenoceptor alpha 1A	0	0	ADRA1A|148	0	0	0	0	0	205	0
208544_at	151	ADRA2B	adrenoceptor alpha 2B	0	0	ADRA2B|151	106	0	0	0	0	0	0
206170_at	154	ADRB2	adrenoceptor beta 2	1	1	ADRB2|154	439	82	0	0	0	0	0
206812_at	155	ADRB3	adrenoceptor beta 3	0	0	ADRB3|155	0	0	0	0	0	233	0
221761_at	159	ADSS	adenylosuccinate synthase	0	1	ADSS|159	66	0	0	0	0	0	0
201792_at	165	AEBP1	AE binding protein 1	0	1	AEBP1|165	223	0	0	0	0	0	0
201924_at	4299	AFF1	AF4/FMR2 family member 1	0	1	AFF1|4299	658	0	2508	0	81	0	0
206105_at	2334	AFF2	AF4/FMR2 family member 2	0	0	AFF2|2334	1653	149	1547	71	183	0	0
205735_s_at	3899	AFF3	AF4/FMR2 family member 3	0	0	AFF3|3899	1502	64	754	0	139	0	0
219199_at	27125	AFF4	AF4/FMR2 family member 4	0	1	AFF4|27125	1292	119	2428	55	81	0	0
206840_at	173	AFM	afamin	0	0	AFM|173	96	0	337	0	0	0	0
204694_at	174	AFP	alpha fetoprotein	0	0	AFP|174	0	0	94	0	0	295	0
217939_s_at	54812	AFTPH	aftiphilin	0	1	AFTPH|54812	0	0	0	0	0	0	52
218480_at	60509	AGBL5	ATP/GTP binding protein-like 5	0	1	AGBL5|60509	78	0	0	0	0	0	0
217046_s_at	177	AGER	advanced glycosylation end product-specific receptor	0	1	AGER|177	78	0	0	0	0	0	0
218534_s_at	55109	AGGF1	angiogenic factor with G-patch and FHA domains 1	0	1	AGGF1|55109	0	0	0	0	0	0	60
222132_s_at	55750	AGK	acylglycerol kinase	0	1	AGK|55750	0	0	0	0	0	0	88
203566_s_at	178	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	1	1	AGL|178	0	0	186	0	0	0	0
209173_at	10551	AGR2	anterior gradient 2, protein disulphide isomerase family member	0	1	AGR2|10551	0	0	0	0	0	399	0
212285_s_at	375790	AGRN	agrin	0	1	AGRN|375790	0	0	53	0	0	0	0
207193_at	181	AGRP	agouti related neuropeptide	0	0	AGRP|181	0	0	0	0	0	121	0
205357_s_at	185	AGTR1	angiotensin II receptor type 1	0	1	AGTR1|185	343	75	0	0	0	0	0
221008_s_at	64850	ETNPPL	ethanolamine-phosphate phospho-lyase	0	1	AGXT2L1|64850	0	0	0	0	0	260	0
210327_s_at	189	AGXT	alanine-glyoxylate aminotransferase	0	0	AGXT|189	0	0	0	0	0	366	0
214766_s_at	25909	AHCTF1	AT-hook containing transcription factor 1	0	1	AHCTF1|25909	0	0	0	0	0	0	88
200903_s_at	191	AHCY	adenosylhomocysteinase	0	1	AHCY|191	102	0	0	0	0	0	0
212992_at	113146	AHNAK2	AHNAK nucleoprotein 2	0	1	AHNAK2|113146	1394	103	2293	52	424	0	0
211986_at	79026	AHNAK	AHNAK nucleoprotein	0	1	AHNAK|79026	0	0	52	0	0	0	0
210929_s_at	197	AHSG	alpha-2-HS-glycoprotein	0	0	AHSG|197	0	0	0	0	0	246	0
219672_at	51327	AHSP	alpha hemoglobin stabilizing protein	0	0	AHSP|51327	0	0	0	0	0	52	0
219841_at	57379	AICDA	activation-induced cytidine deaminase	0	0	AICDA|57379	0	0	0	0	0	183	0
220289_s_at	55057	AIM1L	absent in melanoma 1-like	0	1	AIM1L|55057	0	0	0	0	0	134	0
206513_at	9447	AIM2	absent in melanoma 2	0	1	AIM2|9447	206	0	0	0	0	0	0
208090_s_at	326	AIRE	autoimmune regulator	0	0	AIRE|326	0	0	0	0	0	115	0
215789_s_at	55966	AJAP1	adherens junctions associated protein 1	0	1	AJAP1|55966	0	0	0	0	0	90	0
208967_s_at	204	AK2	adenylate kinase 2	0	1	AK2|204	0	0	53	0	0	0	0
213396_s_at	11216	AKAP10	A-kinase anchoring protein 10	0	1	AKAP10|11216	0	0	0	0	0	0	229
207344_at	10566	AKAP3	A-kinase anchoring protein 3	0	1	AKAP3|10566	205	0	111	0	0	0	0
207019_s_at	8852	AKAP4	A-kinase anchoring protein 4	0	0	AKAP4|8852	88	0	211	0	0	0	0
203848_at	10270	AKAP8	A-kinase anchoring protein 8	1	1	AKAP8|10270	112	0	0	0	0	0	0
210962_s_at	10142	AKAP9	A-kinase anchoring protein 9	0	1	AKAP9|10142	3394	213	614	0	244	0	0
217893_s_at	79647	AKIRIN1	akirin 1	0	1	AKIRIN1|79647	0	0	0	0	0	0	65
206561_s_at	57016	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	0	1	AKR1B10|57016	0	0	0	0	0	126	0
210558_at	1109	AKR1C4	aldo-keto reductase family 1, member C4	0	0	AKR1C4|1109	0	0	0	0	0	83	0
207102_at	6718	AKR1D1	aldo-keto reductase family 1, member D1	0	0	AKR1D1|6718	0	0	0	0	0	118	0
216381_x_at	22977	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	0	1	AKR7A3|22977	0	0	54	0	0	0	0
207163_s_at	207	AKT1	v-akt murine thymoma viral oncogene homolog 1	1	1	AKT1|207	1401	103	2285	0	0	0	0
203809_s_at	208	AKT2	v-akt murine thymoma viral oncogene homolog 2	0	0	AKT2|208	1866	217	1392	0	50	69	0
212607_at	10000	AKT3	v-akt murine thymoma viral oncogene homolog 3	0	1	AKT3|10000	3567	400	625	0	0	0	0
205633_s_at	211	ALAS1	5'-aminolevulinate synthase 1	1	1	ALAS1|211	100	0	581	62	0	0	0
211560_s_at	212	ALAS2	5'-aminolevulinate synthase 2	0	0	ALAS2|212	498	0	363	0	0	143	0
211298_s_at	213	ALB	albumin	0	0	ALB|213	87	0	321	0	0	351	0
207016_s_at	8854	ALDH1A2	aldehyde dehydrogenase 1 family member A2	0	1	ALDH1A2|8854	0	0	0	0	0	67	0
209645_s_at	219	ALDH1B1	aldehyde dehydrogenase 1 family member B1	0	1	ALDH1B1|219	0	0	107	0	0	0	0
205208_at	10840	ALDH1L1	aldehyde dehydrogenase 1 family member L1	0	1	ALDH1L1|10840	0	0	0	0	0	61	0
201425_at	217	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	0	1	ALDH2|217	1498	59	1185	0	0	0	0
204942_s_at	222	ALDH3B2	aldehyde dehydrogenase 3 family member B2	0	1	ALDH3B2|222	0	0	0	0	0	126	0
208950_s_at	501	ALDH7A1	aldehyde dehydrogenase 7 family member A1	1	1	ALDH7A1|501	0	0	0	0	0	0	110
211357_s_at	229	ALDOB	aldolase, fructose-bisphosphate B	0	1	ALDOB|229	107	0	175	0	0	88	0
202022_at	230	ALDOC	aldolase, fructose-bisphosphate C	1	1	ALDOC|230	0	0	0	0	0	0	51
203545_at	79053	ALG8	ALG8, alpha-1,3-glucosyltransferase	0	1	ALG8|79053	0	0	0	0	0	65	0
208212_s_at	238	ALK	anaplastic lymphoma receptor tyrosine kinase	0	0	ALK|238	1862	83	750	0	149	115	0
220365_at	55821	ALLC	allantoicase	0	0	ALLC|55821	0	0	0	0	0	55	0
207381_at	242	ALOX12B	arachidonate 12-lipoxygenase, 12R type	0	0	ALOX12B|242	784	0	3703	90	61	139	0
207206_s_at	239	ALOX12	arachidonate 12-lipoxygenase	0	1	ALOX12|239	0	0	0	0	0	64	0
207328_at	246	ALOX15	arachidonate 15-lipoxygenase	0	0	ALOX15|246	0	0	105	0	0	70	0
207708_at	59344	ALOXE3	arachidonate lipoxygenase 3	0	1	ALOXE3|59344	0	0	0	0	0	111	0
215783_s_at	249	ALPL	alkaline phosphatase, liver/bone/kidney	0	1	ALPL|249	79	0	0	0	0	0	0
210431_at	251	ALPPL2	alkaline phosphatase, placental like 2	0	0	ALPPL2|251	145	0	92	0	0	51	0
204664_at	250	ALPP	alkaline phosphatase, placental	0	0	ALPP|250	99	0	192	0	0	127	0
206837_at	8092	ALX1	ALX homeobox 1	0	0	ALX1|8092	224	0	134	0	0	355	0
207690_at	257	ALX3	ALX homeobox 3	0	0	ALX3|257	0	0	0	0	0	0	69
208330_at	60529	ALX4	ALX homeobox 4	0	0	ALX4|60529	0	0	0	0	0	166	0
221114_at	258	AMBN	ameloblastin	0	0	AMBN|258	270	0	597	0	0	0	0
205477_s_at	259	AMBP	alpha-1-microglobulin/bikunin precursor	0	0	AMBP|259	0	0	0	0	0	157	0
219141_s_at	55626	AMBRA1	autophagy/beclin-1 regulator 1	0	1	AMBRA1|55626	0	0	0	0	0	0	63
201197_at	262	AMD1	adenosylmethionine decarboxylase 1	0	1	AMD1|262	0	0	80	0	0	0	0
208410_x_at	265	AMELX	amelogenin, X-linked	0	0	AMELX|265	54	0	136	0	0	0	0
206892_at	269	AMHR2	anti-Mullerian hormone receptor type II	0	0	AMHR2|269	121	0	0	0	0	180	0
206121_at	270	AMPD1	adenosine monophosphate deaminase 1	0	1	AMPD1|270	461	0	739	0	75	328	0
212360_at	271	AMPD2	adenosine monophosphate deaminase 2	0	1	AMPD2|271	0	0	53	0	0	0	0
221134_at	51378	ANGPT4	angiopoietin 4	0	0	ANGPT4|51378	951	0	347	0	0	236	0
219803_at	27329	ANGPTL3	angiopoietin like 3	0	0	ANGPTL3|27329	0	0	0	0	0	166	0
206423_at	10218	ANGPTL7	angiopoietin like 7	0	1	ANGPTL7|10218	0	0	0	0	0	216	0
209442_x_at	288	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	0	1	ANK3|288	0	0	0	0	0	0	56
218769_s_at	57763	ANKRA2	ankyrin repeat family A member 2	0	1	ANKRA2|57763	0	0	0	0	0	0	60
219437_s_at	29123	ANKRD11	ankyrin repeat domain 11	0	1	ANKRD11|29123	1321	0	2923	145	159	0	67
212286_at	23253	ANKRD12	ankyrin repeat domain 12	0	1	ANKRD12|23253	1480	96	2279	0	129	0	0
212211_at	26057	ANKRD17	ankyrin repeat domain 17	0	1	ANKRD17|26057	0	0	0	0	0	0	70
206029_at	27063	ANKRD1	ankyrin repeat domain 1	0	1	ANKRD1|27063	0	0	151	0	0	68	0
205706_s_at	22852	ANKRD26	ankyrin repeat domain 26	0	1	ANKRD26|22852	0	0	0	0	0	0	74
221232_s_at	26287	ANKRD2	ankyrin repeat domain 2	0	1	ANKRD2|26287	0	0	67	0	0	221	0
216073_at	390616	ANKRD34C	ankyrin repeat domain 34C	0	0	ANKRD34C|390616	0	0	0	0	0	133	0
220112_at	79722	ANKRD55	ankyrin repeat domain 55	0	0	ANKRD55|79722	0	0	172	0	0	0	0
206112_at	56311	ANKRD7	ankyrin repeat domain 7	0	0	ANKRD7|56311	509	0	112	0	0	243	0
218804_at	55107	ANO1	anoctamin 1, calcium activated chloride channel	0	1	ANO1|55107	0	0	0	0	0	67	0
220111_s_at	57101	ANO2	anoctamin 2, calcium activated chloride channel	0	1	ANO2|57101	68	0	0	0	0	115	0
215241_at	63982	ANO3	anoctamin 3	0	1	ANO3|63982	0	0	53	0	0	238	0
221505_at	81611	ANP32E	acidic nuclear phosphoprotein 32 family member E	0	1	ANP32E|81611	99	0	0	0	0	0	0
220092_s_at	84168	ANTXR1	anthrax toxin receptor 1	0	1	ANTXR1|84168	152	0	0	0	0	0	0
210143_at	11199	ANXA10	annexin A10	0	1	ANXA10|11199	0	0	81	0	0	140	0
208323_s_at	312	ANXA13	annexin A13	0	0	ANXA13|312	149	0	0	0	0	116	0
209369_at	306	ANXA3	annexin A3	0	1	ANXA3|306	0	0	0	0	0	0	73
209860_s_at	310	ANXA7	annexin A7	1	1	ANXA7|310	0	0	80	0	0	0	0
207064_s_at	314	AOC2	amine oxidase, copper containing 2	0	1	AOC2|314	0	0	288	0	0	0	0
205083_at	316	AOX1	aldehyde oxidase 1	0	1	AOX1|316	86	0	0	0	0	0	0
219023_at	55435	AP1AR	adaptor related protein complex 1 associated regulatory protein	0	1	AP1AR|55435	0	0	0	0	0	0	68
203350_at	164	AP1G1	adaptor related protein complex 1 gamma 1 subunit	0	1	AP1G1|164	0	0	0	0	0	0	65
218261_at	10053	AP1M2	adaptor related protein complex 1 mu 2 subunit	0	1	AP1M2|10053	125	0	98	0	0	187	84
200615_s_at	163	AP2B1	adaptor related protein complex 2 beta 1 subunit	0	1	AP2B1|163	0	0	50	0	0	0	0
203142_s_at	8546	AP3B1	adaptor related protein complex 3 beta 1 subunit	0	1	AP3B1|8546	0	0	0	0	0	0	69
205678_at	8120	AP3B2	adaptor related protein complex 3 beta 2 subunit	0	1	AP3B2|8120	0	0	0	0	0	75	0
206592_s_at	8943	AP3D1	adaptor related protein complex 3 delta 1 subunit	0	1	AP3D1|8943	0	0	0	0	0	0	51
202442_at	1176	AP3S1	adaptor related protein complex 3 sigma 1 subunit	0	1	AP3S1|1176	0	0	0	0	0	0	57
202652_at	322	APBB1	amyloid beta precursor protein binding family B member 1	0	1	APBB1|322	0	0	0	0	0	0	52
204650_s_at	10307	APBB3	amyloid beta precursor protein binding family B member 3	0	1	APBB3|10307	0	0	101	0	0	0	0
206350_at	325	APCS	amyloid P component, serum	0	0	APCS|325	987	122	0	0	0	0	0
203525_s_at	324	APC	adenomatous polyposis coli	0	1	APC|324	1222	94	2593	119	362	0	0
210027_s_at	328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	0	1	APEX1|328	96	0	97	0	0	0	0
218389_s_at	51107	APH1A	aph-1 homolog A, gamma secretase subunit	0	1	APH1A|51107	3701	526	366	0	0	0	0
201687_s_at	8539	API5	apoptosis inhibitor 5	0	1	API5|8539	0	0	0	0	0	0	52
213592_at	187	APLNR	apelin receptor	0	1	APLNR|187	121	0	99	0	0	0	0
204450_x_at	335	APOA1	apolipoprotein A-I	0	0	APOA1|335	71	0	85	0	0	115	0
219466_s_at	336	APOA2	apolipoprotein A-II	0	0	APOA2|336	68	0	0	0	0	242	0
220023_at	55911	APOBR	apolipoprotein B receptor	0	1	APOB48R|55911	716	0	107	0	0	0	0
207158_at	339	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic polypeptide 1	0	0	APOBEC1|339	495	0	160	0	0	0	0
206160_at	10930	APOBEC2	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 2	0	1	APOBEC2|10930	0	0	0	0	0	80	0
206632_s_at	9582	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 3B	0	0	APOBEC3B|9582	70	0	66	0	0	0	138
209584_x_at	27350	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 3C	0	1	APOBEC3C|27350	0	0	0	0	0	0	51
205108_s_at	338	APOB	apolipoprotein B	0	0	APOB|338	149	0	129	0	169	189	0
201525_at	347	APOD	apolipoprotein D	0	1	APOD|347	218	79	0	0	0	0	0
207262_at	319	APOF	apolipoprotein F	0	0	APOF|319	54	0	83	0	0	86	0
205216_s_at	350	APOH	apolipoprotein H	0	0	APOH|350	247	0	82	0	0	334	0
221653_x_at	23780	APOL2	apolipoprotein L2	0	1	APOL2|23780	0	0	61	0	0	0	0
220478_at	80831	APOL5	apolipoprotein L5	0	0	APOL5|80831	113	0	192	0	0	0	0
221031_s_at	81575	APOLD1	apolipoprotein L domain containing 1	0	1	APOLD1|81575	54	0	0	0	0	0	0
213282_at	139322	APOOL	apolipoprotein O-like	0	1	APOOL|139322	0	0	0	0	0	0	71
200602_at	351	APP	amyloid beta precursor protein	1	1	APP|351	0	0	0	0	0	0	61
206672_at	359	AQP2	aquaporin 2	0	0	AQP2|359	0	0	0	0	0	210	0
210068_s_at	361	AQP4	aquaporin 4	0	1	AQP4|361	0	0	0	0	0	316	0
213611_at	362	AQP5	aquaporin 5	0	1	AQP5|362	0	0	70	0	0	0	0
206955_at	364	AQP7	aquaporin 7	0	1	AQP7|364	80	0	293	0	0	0	0
206784_at	343	AQP8	aquaporin 8	0	0	AQP8|343	79	0	80	0	0	78	0
212584_at	9716	AQR	aquarius intron-binding spliceosomal factor	0	1	AQR|9716	0	0	0	0	0	0	102
201895_at	369	ARAF	A-Raf proto-oncogene, serine/threonine kinase	0	1	ARAF|369	1270	97	1784	60	51	0	0
213618_at	116984	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	0	1	ARAP2|116984	0	0	0	0	0	0	55
218950_at	64411	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	0	1	ARAP3|64411	349	82	0	0	0	0	0
205239_at	374	AREG	amphiregulin	0	1	AREG|374	0	0	87	0	0	0	0
218098_at	10564	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	0	1	ARFGEF2|10564	0	0	0	0	0	0	58
218230_at	27236	ARFIP1	ADP ribosylation factor interacting protein 1	0	1	ARFIP1|27236	0	0	0	0	0	0	103
